IP,abuseipdb_is_whitelisted,abuseipdb_confidence_score,abuseipdb_country_code,abuseipdb_isp,abuseipdb_domain,abuseipdb_total_reports,abuseipdb_num_distinct_users,abuseipdb_last_reported_at,virustotal_reputation,virustotal_regional_internet_registry,virustotal_as_owner,harmless,malicious,suspicious,undetected,IBM_score,IBM_average history Score,IBM_most common score,virustotal_asn,SHODAN_asn,SHODAN_isp,ALIENVAULT_reputation,ALIENVAULT_asn,score_average_Mobat
157.230.17.29,FALSE,98,DE,DigitalOcean LLC,digitalocean.com,0,0,2024-01-07T07:08:02+00:00,-1.0,RIPE NCC,DIGITALOCEAN-ASN,61.0,94.0,98.0,79.0,1.0,2.5,1.0,AS14061,None,None,FALSE,AS14061 digitalocean  llc,6.142.857.142.857.140
157.245.156.72,FALSE,100,SG,DigitalOcean LLC,digitalocean.com,0,0,2023-11-30T00:24:32+00:00,-1.0,APNIC,DIGITALOCEAN-ASN,64.0,98.0,100.0,76.0,1.0,2.6,1.0,AS14061,None,None,FALSE,AS14061 digitalocean  llc,6.257.142.857.142.850
158.69.111.17,FALSE,100,CA,Web Hosting Capa,ip-158-69-111.net,0,0,2023-12-07T20:56:36+00:00,-1.0,ARIN,OVH SAS,59.0,94.0,97.0,79.0,1.0,4.5,1.0,AS16276,None,None,FALSE,AS16276 ovh sas,61.285.714.285.714.200
158.69.111.17,FALSE,100,CA,Web Hosting Capa,ip-158-69-111.net,0,0,2023-12-07T20:56:36+00:00,-1.0,ARIN,OVH SAS,59.0,94.0,97.0,78.0,1.0,4.5,1.0,AS16276,None,None,FALSE,AS16276 ovh sas,61.142.857.142.857.100
162.243.145.20,FALSE,0,US,DigitalOcean LLC,digitalocean.com,181,62,2024-02-12T08:35:30+00:00,0.0,ARIN,DIGITALOCEAN-ASN,58.0,91.0,99.0,79.0,7.1,5.7,1.0,AS14061,None,None,FALSE,AS14061 digitalocean  llc,47.728.571.428.571.400
162.243.145.20,FALSE,0,US,DigitalOcean LLC,digitalocean.com,184,62,2024-02-12T20:39:42+00:00,0.0,ARIN,DIGITALOCEAN-ASN,58.0,91.0,99.0,78.0,7.1,5.7,1.0,AS14061,None,None,FALSE,AS14061 digitalocean  llc,4.758.571.428.571.420
165.154.232.105,FALSE,100,TH,SCloud Pte Ltd,scloud.sg,0,0,2023-11-30T00:30:43+00:00,-1.0,APNIC,Scloud Pte Ltd,62.0,94.0,99.0,80.0,1.0,1.7,1.0,AS142002,None,None,FALSE,AS142002 scloud pte ltd,62.142.857.142.857.100
165.154.232.105,FALSE,100,TH,SCloud Pte Ltd,scloud.sg,0,0,2023-11-30T00:30:43+00:00,-1.0,APNIC,Scloud Pte Ltd,62.0,94.0,99.0,79.0,1.0,1.7,1.0,AS142002,None,None,FALSE,AS142002 scloud pte ltd,62.0
165.232.70.143,FALSE,100,DE,DigitalOcean LLC,digitalocean.com,0,0,2023-11-30T00:32:31+00:00,-1.0,RIPE NCC,DIGITALOCEAN-ASN,62.0,94.0,99.0,80.0,1.0,2.7,1.0,AS14061,None,None,FALSE,AS14061 digitalocean  llc,62.142.857.142.857.100
165.232.70.143,FALSE,100,DE,DigitalOcean LLC,digitalocean.com,0,0,2023-11-30T00:32:31+00:00,-1.0,RIPE NCC,DIGITALOCEAN-ASN,62.0,94.0,99.0,79.0,1.0,2.7,1.0,AS14061,None,None,FALSE,AS14061 digitalocean  llc,62.0
172.105.14.77,FALSE,100,CA,Linode LLC,linode.com,0,0,2023-05-20T22:00:10+00:00,0.0,ARIN,Akamai Connected Cloud,63.0,98.0,100.0,76.0,1.0,1.0,1.0,AS63949,None,None,FALSE,AS63949 linode  llc,6.257.142.857.142.850
172.105.14.77,FALSE,100,CA,Linode LLC,linode.com,0,0,2023-05-20T22:00:10+00:00,0.0,ARIN,Akamai Connected Cloud,63.0,98.0,100.0,75.0,1.0,1.0,1.0,AS63949,None,None,FALSE,AS63949 linode  llc,6.242.857.142.857.140
172.245.168.229,FALSE,100,US,RackNerd LLC,racknerd.com,0,0,2023-11-08T15:53:29+00:00,-1.0,ARIN,AS-COLOCROSSING,63.0,98.0,99.0,77.0,1.0,1.6,1.0,AS36352,None,None,FALSE,AS36352 colocrossing,6.242.857.142.857.140
172.245.168.229,FALSE,100,US,RackNerd LLC,racknerd.com,0,0,2023-11-08T15:53:29+00:00,-1.0,ARIN,AS-COLOCROSSING,63.0,98.0,99.0,76.0,1.0,1.6,1.0,AS36352,None,None,FALSE,AS36352 colocrossing,62.285.714.285.714.200
175.214.151.9,FALSE,100,KR,KT Corporation,kt.com,0,0,2023-10-22T21:55:09+00:00,0.0,APNIC,Korea Telecom,59.0,92.0,98.0,79.0,1.0,1.0,1.0,AS4766,AS4766,Korea Telecom,FALSE,AS4766 korea telecom,61.285.714.285.714.200
179.125.227.136,FALSE,100,BR,Desktop Sigmanet Comunicacao Multimidia SA,desktop.com.br,0,0,2023-06-03T20:41:07+00:00,0.0,LACNIC,Desktop Sigmanet Comunicacao Multimidia SA,64.0,99.0,100.0,76.0,1.0,1.0,1.0,AS28649,None,None,FALSE,AS28649 desktop sigmanet comunicao multimdia sa,62.857.142.857.142.800
179.125.227.136,FALSE,100,BR,Desktop Sigmanet Comunicacao Multimidia SA,desktop.com.br,0,0,2023-06-03T20:41:07+00:00,0.0,LACNIC,Desktop Sigmanet Comunicacao Multimidia SA,64.0,99.0,100.0,75.0,1.0,1.0,1.0,AS28649,None,None,FALSE,AS28649 desktop sigmanet comunicao multimdia sa,62.714.285.714.285.700
179.43.122.214,FALSE,100,AR,Dattatec.com,dattatec.com,0,0,2023-11-30T00:39:51+00:00,-1.0,LACNIC,Dattatec.com,60.0,92.0,100.0,79.0,1.0,2.4,1.0,AS27823,None,None,FALSE,AS27823 dattatec.com,6.157.142.857.142.850
179.43.122.214,FALSE,100,AR,Dattatec.com,dattatec.com,0,0,2023-11-30T00:39:51+00:00,-1.0,LACNIC,Dattatec.com,60.0,92.0,100.0,78.0,1.0,2.4,1.0,AS27823,None,None,FALSE,AS27823 dattatec.com,6.142.857.142.857.140
180.101.88.247,FALSE,100,CN,ChinaNet Jiangsu Province Network,chinatelecom.com.cn,0,0,2023-11-08T11:21:32+00:00,-1.0,APNIC,Chinanet,59.0,90.0,98.0,82.0,1.0,2.4,1.0,AS4134,None,None,FALSE,AS4134 chinanet,61.285.714.285.714.200
180.101.88.247,FALSE,100,CN,ChinaNet Jiangsu Province Network,chinatelecom.com.cn,0,0,2023-11-08T11:21:32+00:00,-1.0,APNIC,Chinanet,59.0,90.0,98.0,81.0,1.0,2.4,1.0,AS4134,None,None,FALSE,AS4134 chinanet,61.142.857.142.857.100
180.168.100.230,FALSE,0,CN,ChinaNet Shanghai Province Network,chinatelecom.com.cn,162,63,2024-02-12T08:21:07+00:00,0.0,APNIC,China Telecom Group,57.0,89.0,99.0,80.0,5.7,2.7,1.0,AS4812,None,None,FALSE,AS4812 china telecom (group),4.724.285.714.285.710
180.168.100.230,FALSE,0,CN,ChinaNet Shanghai Province Network,chinatelecom.com.cn,165,63,2024-02-12T20:45:01+00:00,0.0,APNIC,China Telecom Group,57.0,89.0,99.0,79.0,5.7,2.7,1.0,AS4812,AS4812,China Telecom (Group),FALSE,AS4812 china telecom (group),47.1
182.70.252.174,FALSE,80,IN,Bharti Airtel Ltd.,airtel.in,3,2,2024-02-09T01:03:14+00:00,0.0,APNIC,"Bharti Airtel Ltd., Telemedia Services",58.0,88.0,99.0,82.0,1.0,1.1,1.0,AS24560,None,None,FALSE,AS24560 bharti airtel ltd.,58.285.714.285.714.200
182.70.252.174,FALSE,80,IN,Bharti Airtel Ltd.,airtel.in,3,2,2024-02-09T01:03:14+00:00,0.0,APNIC,"Bharti Airtel Ltd., Telemedia Services",58.0,88.0,99.0,81.0,1.0,1.1,1.0,AS24560,None,None,FALSE,AS24560 bharti airtel ltd.,58.142.857.142.857.100
185.161.248.220,FALSE,100,RU,Kisara LLC,kisarallc.msk.ru,0,0,2023-07-06T23:59:07+00:00,0.0,RIPE NCC,Kisara LLC,62.0,97.0,100.0,76.0,1.0,1.0,1.0,AS49202,None,None,FALSE,ASNone,62.285.714.285.714.200
185.161.248.220,FALSE,100,RU,Kisara LLC,kisarallc.msk.ru,0,0,2023-07-06T23:59:07+00:00,0.0,RIPE NCC,Kisara LLC,62.0,97.0,100.0,75.0,1.0,1.0,1.0,AS49202,None,None,FALSE,ASNone,62.142.857.142.857.100
185.69.155.107,FALSE,100,UA,Hosting Ukraine Ltd,ukraine.com.ua,0,0,2023-11-30T00:45:18+00:00,-1.0,RIPE NCC,Hosting Ukraine LTD,62.0,97.0,100.0,76.0,1.0,2.1,1.0,AS200000,None,None,FALSE,AS200000 hosting ukraine ltd,62.142.857.142.857.100
185.69.155.107,FALSE,100,UA,Hosting Ukraine Ltd,ukraine.com.ua,0,0,2023-11-30T00:45:18+00:00,-1.0,RIPE NCC,Hosting Ukraine LTD,62.0,97.0,100.0,75.0,1.0,2.1,1.0,AS200000,None,None,FALSE,AS200000 hosting ukraine ltd,62.0
185.88.154.160,FALSE,100,IR,Parsian High Tech Company PJSC,bertina.ir,0,0,2023-06-06T09:42:18+00:00,0.0,RIPE NCC,Parsian High Tech Company PJSC,63.0,98.0,100.0,76.0,1.0,1.0,1.0,AS42043,None,None,FALSE,AS42043 parsian high tech company pjsc,6.257.142.857.142.850
185.88.154.160,FALSE,100,IR,Parsian High Tech Company PJSC,bertina.ir,0,0,2023-06-06T09:42:18+00:00,0.0,RIPE NCC,Parsian High Tech Company PJSC,63.0,98.0,100.0,75.0,1.0,1.0,1.0,AS42043,None,None,FALSE,AS42043 parsian high tech company pjsc,6.242.857.142.857.140
186.96.145.241,FALSE,0,MX,Total Play Telecomunicaciones SA de CV,totalplay.com.mx,4582,77,2024-02-12T09:09:03+00:00,0.0,LACNIC,TOTAL PLAY TELECOMUNICACIONES SA DE CV,58.0,90.0,98.0,81.0,4.3,3.4,2.9,AS22884,None,None,FALSE,AS22884 total play telecomunicaciones sa de cv,4.732.857.142.857.140
186.96.145.241,FALSE,0,MX,Total Play Telecomunicaciones SA de CV,totalplay.com.mx,4593,77,2024-02-12T20:43:25+00:00,0.0,LACNIC,TOTAL PLAY TELECOMUNICACIONES SA DE CV,58.0,90.0,98.0,80.0,4.3,3.4,2.9,AS22884,None,None,FALSE,AS22884 total play telecomunicaciones sa de cv,4.718.571.428.571.420
191.36.156.137,FALSE,89,BR,VipTurbo Comercio & Servicos de Informatica Ltda,brasiltelecom.net.br,4,2,2024-02-03T13:53:02+00:00,0.0,LACNIC,VIPTURBO COMERCIO & SERVICOS DE INFORMATICA LTDA,60.0,94.0,100.0,77.0,1.0,1.0,1.0,AS263333,None,None,FALSE,AS263333 vipturbo comrcio & servios de informtica ltda,60.142.857.142.857.100
191.36.156.137,FALSE,89,BR,VipTurbo Comercio & Servicos de Informatica Ltda,brasiltelecom.net.br,4,2,2024-02-03T13:53:02+00:00,0.0,LACNIC,VIPTURBO COMERCIO & SERVICOS DE INFORMATICA LTDA,60.0,94.0,100.0,76.0,1.0,1.0,1.0,AS263333,None,None,FALSE,AS263333 vipturbo comrcio & servios de informtica ltda,60.0
194.113.236.177,FALSE,0,RU,MTS PJSC,mtsgsm.com,219,96,2024-02-12T07:23:51+00:00,0.0,RIPE NCC,MTS PJSC,54.0,86.0,100.0,79.0,2.9,2.4,1.0,AS60490,None,None,FALSE,AS60490 mts pjsc,4.598.571.428.571.420
194.113.236.177,FALSE,0,RU,MTS PJSC,mtsgsm.com,220,99,2024-02-12T19:10:10+00:00,0.0,RIPE NCC,MTS PJSC,54.0,86.0,100.0,78.0,2.9,2.4,1.0,AS60490,None,None,FALSE,AS60490 mts pjsc,4.584.285.714.285.710
195.226.194.242,FALSE,98,RU,Infolink LLC,informlink.ru,0,0,2024-01-11T20:23:06+00:00,0.0,None,None,0.0,100.0,100.0,100.0,1.0,3.2,1.0,None,None,None,FALSE,ASNone,57.0
195.230.103.242,FALSE,0,DE,SecurityTrails LLC,securitytrails.com,937,53,2024-02-12T09:11:28+00:00,0.0,ARIN,"Securitytrails, LLC",60.0,94.0,99.0,78.0,7.1,3.5,1.0,AS211607,None,None,FALSE,AS211607 securitytrails  llc,48.300.000.000.000.000
195.230.103.242,FALSE,0,DE,SecurityTrails LLC,securitytrails.com,943,53,2024-02-12T20:41:42+00:00,0.0,ARIN,"Securitytrails, LLC",60.0,94.0,99.0,77.0,7.1,3.5,1.0,AS211607,None,None,FALSE,AS211607 securitytrails  llc,4.815.714.285.714.280
196.189.118.69,FALSE,100,ET,Ethio Telecom,ethiotelecom.et,0,0,2023-07-12T19:07:23+00:00,-1.0,AFRINIC,Ethiopian Telecommunication Corporation,66.0,98.0,100.0,79.0,1.0,1.0,1.0,AS24757,None,None,FALSE,AS24757 ethionet,63.285.714.285.714.200
196.189.118.69,FALSE,100,ET,Ethio Telecom,ethiotelecom.et,0,0,2023-07-12T19:07:23+00:00,-1.0,AFRINIC,Ethiopian Telecommunication Corporation,66.0,98.0,100.0,78.0,1.0,1.0,1.0,AS24757,None,None,FALSE,AS24757 ethionet,63.142.857.142.857.100
197.199.224.52,FALSE,0,EG,Etisalat Misr,etisalat.com.eg,1303,523,2024-02-12T09:12:09+00:00,-1.0,AFRINIC,Etisalat Misr,55.0,87.0,98.0,81.0,2.9,3.1,1.0,AS36992,None,None,FALSE,AS36992 african network information center,46.128.571.428.571.400
197.199.224.52,FALSE,0,EG,Etisalat Misr,etisalat.com.eg,1301,519,2024-02-12T20:44:59+00:00,-1.0,AFRINIC,Etisalat Misr,55.0,87.0,98.0,80.0,2.9,3.1,1.0,AS36992,None,None,FALSE,AS36992 african network information center,4.598.571.428.571.420
20.151.171.161,FALSE,100,CA,Microsoft Corporation,microsoft.com,0,0,2023-11-01T17:42:56+00:00,-1.0,ARIN,MICROSOFT-CORP-MSN-AS-BLOCK,66.0,98.0,99.0,80.0,1.0,2.2,1.0,AS8075,None,None,FALSE,AS8075 microsoft corporation,63.285.714.285.714.200
20.151.171.161,FALSE,100,CA,Microsoft Corporation,microsoft.com,0,0,2023-11-01T17:42:56+00:00,-1.0,ARIN,MICROSOFT-CORP-MSN-AS-BLOCK,66.0,98.0,99.0,79.0,1.0,2.2,1.0,AS8075,None,None,FALSE,AS8075 microsoft corporation,63.142.857.142.857.100
210.245.51.208,FALSE,100,VN,FPT Telecom,fpt.com.vn,0,0,2023-07-26T18:09:45+00:00,0.0,APNIC,FPT Telecom Company,63.0,98.0,100.0,76.0,1.0,1.0,1.0,AS18403,None,None,FALSE,AS18403 fpt telecom company,6.257.142.857.142.850
210.245.51.208,FALSE,100,VN,FPT Telecom,fpt.com.vn,0,0,2023-07-26T18:09:45+00:00,0.0,APNIC,FPT Telecom Company,63.0,98.0,100.0,75.0,1.0,1.0,1.0,AS18403,AS18403,FPT Telecom Company,FALSE,AS18403 fpt telecom company,6.242.857.142.857.140
218.145.113.25,FALSE,100,KR,KT Corporation,kt.com,0,0,2023-11-09T10:15:52+00:00,0.0,APNIC,Korea Telecom,62.0,96.0,100.0,77.0,1.4,2.6,1.0,AS4766,None,None,FALSE,AS4766 korea telecom,6.234.285.714.285.710
218.145.113.25,FALSE,100,KR,KT Corporation,kt.com,0,0,2023-11-09T10:15:52+00:00,0.0,APNIC,Korea Telecom,62.0,96.0,100.0,76.0,1.4,2.6,1.0,AS4766,None,None,FALSE,AS4766 korea telecom,62.199.999.999.999.900
218.92.0.15,FALSE,100,CN,ChinaNet Jiangsu Province Network,chinatelecom.com.cn,0,0,2023-07-12T19:07:46+00:00,0.0,APNIC,Chinanet,63.0,97.0,100.0,77.0,1.0,1.6,1.0,AS4134,None,None,FALSE,AS4134 chinanet,6.257.142.857.142.850
